User_ID,Age,Sex,Housing_Type,Followers,Posts,avg_sentiment_last_month,positive_post_ratio,negative_post_ratio,neutral_post_ratio,sentiment_volatility,Total_Interactions
63,25,male,own,261,34,-0.5278990733070721,0.37455288702012135,0.32302734575409386,0.3024197672257848,0.266749165300186,1.0
64,26,female,own,4397,464,-0.8530065053399747,0.16686020169875282,0.8979191869576658,-0.06477938865641875,0.5871430998475103,1.0
65,48,male,own,1095,189,-0.6604841898249185,0.43052933846220753,0.8881181889340358,-0.31864752739624347,0.6810149632846852,1.0
66,29,female,own,7729,207,0.039547897112035324,0.14259414408190874,0.3252906183617478,0.5321152375563435,0.14102664215380192,1.0
67,22,male,own,9567,353,-0.3259936471374274,0.8900970351838083,0.9009608956904679,-0.7910579308742762,0.9513738008610394,1.0
68,37,male,free,1116,170,0.6577667317652189,0.3458774607378574,0.9961576734987788,-0.3420351342366361,0.8579488389853429,1.0
69,25,female,own,7969,186,-0.13822495267638812,0.15445974722332378,0.8254156641239481,0.020124588652728148,0.36695123394138385,1.0
70,30,female,own,6539,294,-0.5025714548247402,0.025447759905750877,0.844871347755229,0.12968089233902014,0.16946877720382117,1.0
71,46,male,rent,7992,72,0.2342899732080601,0.6458223862864843,0.2490087361090899,0.10516887760442584,0.25289836589715153,1.0
72,51,male,free,6963,159,0.4135544337708916,0.6369023174547432,0.5767023988577563,-0.21360471631249967,0.2142499723794754,1.0
73,41,female,own,8016,163,-0.6659161841981003,0.34060416658129167,0.06725591396736785,0.5921399194513405,0.21095540136905216,1.0
74,40,male,own,8629,165,-0.6647615674233647,0.071711888847651,0.09491793682166971,0.8333701743306793,0.5667055197991605,1.0
75,66,male,free,978,379,-0.9266571461329141,0.409628894895232,0.9988926120332906,-0.4085215069285226,0.3212626982440603,1.0
76,34,male,own,9368,478,0.47280403013128103,0.3112174950633936,0.32663924942591094,0.3621432555106955,0.42232574487623,1.0
77,51,male,own,4987,58,0.32760905524361017,0.6771206397350094,0.7481839120488464,-0.4253045517838556,0.9905548000458902,1.0
78,39,male,own,4959,464,-0.05073824850037223,0.6057792494526903,0.8066650530268165,-0.4124443024795068,0.7158828240328102,1.0
79,22,male,own,6431,346,0.6883408979383943,0.36459372819754,0.8580232710072292,-0.22261699920476907,0.9540826003423012,1.0
80,44,female,own,8671,93,0.6113403059001064,0.2178925542549901,0.9976282974021565,-0.21552085165714674,0.22830089952980404,1.0
81,47,male,own,8784,370,0.1707087287935043,0.9880359661555919,0.24149648525686784,-0.2295324514124597,0.44392552734931234,1.0
82,24,female,rent,7308,186,0.7365425610265173,0.45400162119611487,0.04035082685969971,0.5056475519441854,0.5992586229541189,1.0
83,58,female,own,5376,157,-0.5883175799264635,0.688274235780237,0.411191517994586,-0.09946575377482292,0.16908225569986424,1.0
84,52,male,own,2162,127,-0.7761607612045442,0.14055296757836078,0.13008066982894695,0.7293663625926923,0.10376869926516208,1.0
85,29,female,own,164,351,-0.46050077696602076,0.4855896996593978,0.022425889162055124,0.4919844111785471,0.7033909004172257,1.0
86,27,female,own,8106,485,-0.8858262878213703,0.027536719869465487,0.3604268271414861,0.6120364529890484,0.6776375651212918,1.0
87,47,male,free,2668,72,0.06233905600206402,0.50545511791045,0.7837382510752364,-0.2891933689856865,0.4697099289996506,1.0
88,30,male,own,5563,198,0.873211384589923,0.9640174071177023,0.5661806912250709,-0.5301980983427732,0.5406796684288294,1.0
89,28,male,own,2127,369,-0.9213129186629807,0.3842067129858002,0.31277798921035405,0.30301529780384573,0.47389870053288063,1.0
90,56,male,own,2795,58,-0.7557801719799464,0.03899601257491159,0.6543420054927197,0.3066619819323687,0.12160454036039997,1.0
91,54,male,own,9787,336,-0.09560194343312944,0.03095579091934353,0.23201818030881072,0.7370260287718458,0.40183444559571624,1.0
92,33,female,own,5358,266,0.8677500350558098,0.3879867599468695,0.014381446072085025,0.5976317939810455,0.25937402985756086,1.0
93,20,male,rent,5718,233,-0.367687790046499,0.16002493646319405,0.7643533864364274,0.07562167710037859,0.18858177019123187,1.0
94,54,male,own,6836,150,0.014469617376784871,0.023352096328185912,0.6237430848640091,0.352904818807805,0.9610483905004148,1.0
95,58,male,rent,491,487,-0.9168542818992158,0.7562136139501768,0.76230262450096,-0.5185162384511368,0.639423752537949,1.0
96,61,female,own,5992,224,-0.7033135980758223,0.4585230088818907,0.03893801668766561,0.5025389744304437,0.7557906558129424,1.0
97,34,male,own,3661,444,0.9732602459176938,0.2892447719726545,0.8371196278306522,-0.1263643998033066,0.38382736893950575,1.0
98,36,male,own,6284,388,0.9302373928720911,0.9000831830164807,0.6195262000363033,-0.5196093830527841,0.4538324165446137,1.0
99,36,male,rent,3199,449,-0.9901200381311808,0.11613896020052561,0.5633953507126401,0.32046568908683426,0.3132315945070511,1.0
100,41,male,rent,6378,220,0.9036235708464779,0.9559188289553192,0.6246140481145316,-0.5805328770698508,0.1872691038688823,1.0
101,24,male,rent,8492,327,0.2782398756310007,0.3139667173773528,0.8644332468683641,-0.1783999642457168,0.2611284736974254,1.0
102,24,female,own,3204,41,0.7358365890400442,0.8884036723086812,0.5869365065589071,-0.4753401788675884,0.8177626407668372,1.0
103,35,male,rent,7315,167,-0.0905202887322818,0.6029428764794615,0.5809503798881793,-0.18389325636764076,0.7097912246653982,1.0
104,26,male,rent,2554,294,0.031192057158500486,0.8267073597414875,0.9906791570657658,-0.8173865168072534,0.5922359883869293,1.0
105,39,male,own,9096,314,-0.022306839486159635,0.9840131632104643,0.756730167068568,-0.7407433302790323,0.5275808855800913,1.0
106,39,male,own,2831,438,0.3337285150922087,0.2884054378187457,0.4422938054511353,0.269300756730119,0.930190855290512,1.0
107,32,male,own,8254,486,-0.7206974904873742,0.961135485407593,0.7073970000329277,-0.6685324854405206,0.16546145300080156,1.0
108,30,female,own,9862,295,-0.9400528202546441,0.38948189490242036,0.3892304716917885,0.22128763340579116,0.3525407319141244,1.0
109,35,male,own,5156,153,-0.38414011681761817,0.3855119047369223,0.228875462483499,0.3856126327795787,0.4149440682136427,1.0
110,31,male,own,8210,433,0.4093615254732934,0.3403871042545057,0.5968518768877594,0.06276101885773488,0.804183230991509,1.0
111,23,female,rent,3940,28,-0.5962930957541033,0.5414076073475852,0.9281820981139515,-0.4695897054615368,0.9932631581457741,1.0
112,28,male,rent,1128,27,0.3468648666498346,0.1541450431784871,0.9291395200154627,-0.08328456319394983,0.31660346328143774,1.0
113,25,female,own,7485,266,0.9398240922145409,0.5537114853580112,0.3419052781054903,0.1043832365364985,0.8868766007233726,1.0
114,35,male,own,602,87,-0.8121985684211632,0.541704812410004,0.527677466221695,-0.0693822786316991,0.8475604843886122,1.0
115,47,male,own,7010,380,0.34520423645025256,0.76190181260487,0.2116358985698612,0.026462288825268798,0.30219165787758995,1.0
116,30,female,own,9162,184,-0.1124995613908577,0.8336499619375856,0.9956311094988834,-0.8292810714364691,0.45939932217930035,1.0
117,27,female,rent,7038,203,0.7362845087550107,0.44044135031242404,0.9811179078679357,-0.4215592581803598,0.4687055823632672,1.0
118,23,female,own,4588,485,-0.6457004211052282,0.30233324935149375,0.6495089297074473,0.048157820941058915,0.9803986016739025,1.0
119,36,male,own,306,122,0.38525190445232904,0.25933489731709447,0.8044140596774734,-0.06374895699456795,0.2628027112410085,1.0
120,25,female,own,5234,123,0.6762305792962204,0.19462383670487193,0.7151001612837,0.09027600201142805,0.8192421739943039,1.0
121,41,female,rent,6077,231,0.8892284389480465,0.05764758219902488,0.5931582190394682,0.3491941987615069,0.40077344275579896,1.0
122,24,male,rent,7821,175,0.36649605657929163,0.34244797883471334,0.053347996988897695,0.604204024176389,0.7577833111985444,1.0
123,63,male,free,7135,444,-0.005650471983145389,0.27024769213078326,0.45476434255266107,0.27498796531655567,0.47800990386609654,1.0
124,27,female,rent,1584,328,0.2356944804024277,0.9664173858664074,0.6747863021674105,-0.6412036880338179,0.6205237868048861,1.0
125,30,male,own,7958,141,0.7378099689574364,0.5577088262500439,0.6775316138836847,-0.2352404401337287,0.849350595993518,1.0
126,40,male,own,963,394,0.14121949327765937,0.34727703903050755,0.3731226184223836,0.27960034254710886,0.8237490084854957,1.0
127,30,male,own,2890,273,-0.9392258806063263,0.580467600993696,0.9416919866580306,-0.5221595876517267,0.8797808651857302,1.0
128,34,male,own,7508,422,0.8618973910139556,0.1391967013456955,0.167357032236781,0.6934462664175235,0.15365559281019314,1.0
129,29,female,own,8855,64,0.37905350206312227,0.4440437492022029,0.5003594462155606,0.05559680458223648,0.7228454977357703,1.0
130,24,female,own,5216,368,0.353026771554493,0.6262343214210638,0.6908839765508228,-0.3171182979718865,0.2259886390495866,1.0
131,29,male,own,6119,140,-0.5686496952045657,0.4888978317924514,0.6971358058918092,-0.18603363768426062,0.47423671121656996,1.0
132,27,male,own,1857,297,0.3177709404653144,0.40177880065432425,0.6486389567688156,-0.0504177574231397,0.5937295735492196,1.0
133,47,male,free,7674,275,-0.21227118869168304,0.9938483888996982,0.27528821345186016,-0.26913660235155845,0.4624655362721477,1.0
134,21,female,own,6474,467,0.30246595408298416,0.880314762148927,0.15620656868662197,-0.03652133083554898,0.5676505082227068,1.0
135,38,female,own,6992,476,-0.7868139393840186,0.6234059581594401,0.6359403268267109,-0.259346284986151,0.9968736779187573,1.0
136,27,male,own,1778,375,0.31569060920607206,0.5693773611822828,0.5993021161394377,-0.1686794773217204,0.22169558234156928,1.0
137,66,male,own,3342,171,0.9988274515413331,0.620660479824584,0.17935601028924097,0.19998350988617497,0.707910440802783,1.0
138,35,male,own,4736,389,-0.9035759222788879,0.20131210782243325,0.7051391455705633,0.09354874660700341,0.45640086974705374,1.0
139,44,female,rent,1159,490,0.9543483684426346,0.3951377432643186,0.4551719917336564,0.14969026500202498,0.2197088190165959,1.0
140,27,male,own,6768,96,-0.18618407855425878,0.03945953289089932,0.6677605916031529,0.29277987550594775,0.2428630870368786,1.0
141,30,female,own,3257,64,0.7415069006745183,0.47554603748682667,0.8373670797701507,-0.31291311725697746,0.9543457956210551,1.0
142,27,male,own,6015,485,0.5647709681165469,0.5430245839576632,0.16972842857692316,0.28724698746541366,0.8916413470405858,1.0
143,22,male,own,9889,297,0.1340325219733356,0.2277497361032096,0.01914486799683668,0.7531053958999537,0.9163377643735197,1.0
144,23,female,own,2793,187,0.476898418502653,0.9640288471655137,0.7791025863957868,-0.7431314335613006,0.9923794982446479,1.0
145,30,male,own,3727,400,0.7570311226026958,0.909454610937242,0.6096974251526159,-0.5191520360898578,0.28748385100766616,1.0
146,39,female,own,9655,358,-0.19171935669793405,0.7221432354559059,0.6996395696221217,-0.4217828050780277,0.41989540362765554,1.0
147,51,female,own,5550,17,-0.3459336768735226,0.5333866287653626,0.8381549749886426,-0.37154160375400513,0.70229712693238,1.0
148,28,male,own,1763,330,0.33518677112716944,0.869969159647685,0.8028109348245005,-0.6727800944721856,0.5354222858745825,1.0
149,46,male,own,9821,322,0.6156918838825172,0.1306523438234629,0.9609201469288247,-0.09157249075228746,0.4765505800405002,1.0
150,42,male,free,5692,256,0.5245702695532315,0.790509794274885,0.5359350788521182,-0.3264448731270031,0.4220301244020338,1.0
151,38,male,own,7492,332,0.595627297717269,0.1248208139668483,0.48849563265990537,0.38668355337324634,0.6344025687491069,1.0
152,24,male,own,1406,481,-0.128833370374134,0.7942106625494054,0.4018871998907301,-0.1960978624401355,0.6180340857760738,1.0
153,29,female,rent,6876,480,0.6356684323500432,0.27576756825135695,0.15369104284420454,0.5705413889044385,0.24531205065781608,1.0
154,36,male,rent,5964,452,-0.7595818892587831,0.8770905810181889,0.5726072328820224,-0.44969781390021124,0.5245658537665951,1.0
155,20,female,rent,9574,264,0.08897819592169909,0.9440420938253978,0.2770125243259788,-0.22105461815137661,0.5981245985888649,1.0
156,48,male,own,7626,337,-0.9884826790037569,0.14879596940511564,0.9213075122129755,-0.07010348161809121,0.6132582448582514,1.0
157,45,male,own,9001,63,-0.3508283401994594,0.4626756050653935,0.5831908042770976,-0.0458664093424912,0.2890964736211166,1.0
158,38,male,own,5675,258,-0.26707693025720425,0.9809873781626851,0.5928401805081102,-0.5738275586707953,0.7680442530270581,1.0
159,34,male,own,5630,248,-0.20765461678148922,0.4834074359731466,0.35492466087701,0.16166790314984336,0.12267918533896267,1.0
160,36,male,own,4513,238,0.39093441337972434,0.8635475225145451,0.05198935197770749,0.08446312550774737,0.41934866998884646,1.0
161,30,female,own,3848,76,-0.22288379745930853,0.5887315221313199,0.03174376537298862,0.37952471249569153,0.8021913836820702,1.0
162,36,male,own,763,60,-0.1026127547549387,0.37532990791960186,0.4233351441531975,0.20133494792720064,0.6075036289498621,1.0
163,70,male,free,2098,106,-0.5249117382513451,0.2857835555258702,0.08456537809723785,0.6296510663768919,0.33504618925977425,1.0
164,36,male,own,8094,101,-0.25349641674131984,0.20322309108608727,0.6068469555401391,0.1899299533737736,0.7254578074087429,1.0
165,32,male,own,1595,273,-0.545460745473697,0.7617981913776972,0.8809730056396574,-0.6427711970173546,0.610651849740466,1.0
166,33,female,own,3404,427,-0.8536081524631127,0.3865405068230279,0.8829148165187222,-0.26945532334175004,0.8166192485107484,1.0
167,20,female,own,3863,300,0.2068971867627558,0.5112754622007512,0.6590454101322324,-0.17032087233298343,0.7615226675708411,1.0
168,25,female,rent,5332,105,0.3364255971100325,0.4923254800011819,0.211231831472931,0.29644268852588707,0.6490971298326111,1.0
169,31,male,own,1953,97,0.238980692019229,0.5772790292331312,0.8629968313588721,-0.4402758605920032,0.5393599077797326,1.0
170,33,male,rent,6685,87,-0.0730119123988553,0.8655771456245522,0.8860934353132082,-0.7516705809377604,0.21986391310077108,1.0
171,26,female,own,1391,297,-0.24042843964154037,0.9807393435834294,0.1966535849529587,-0.177392928536388,0.3351997160968454,1.0
172,34,female,own,3681,129,0.7266672991436505,0.40758420857381694,0.7374260857706773,-0.1450102943444942,0.47718952562537675,1.0
173,33,male,own,7654,311,0.03816357027243611,0.8275189221063031,0.28651954892712295,-0.1140384710334259,0.6393693583057498,1.0
174,26,male,own,7380,409,-0.041636244740538064,0.7645277946547177,0.8026403123529297,-0.5671681070076473,0.5623370696937744,1.0
175,53,female,own,1736,461,-0.9487158683871286,0.5735289514555733,0.9972378999036027,-0.5707668513591759,0.3593660733635765,1.0
176,42,male,own,3796,174,-0.3175043447476873,0.9560471436119331,0.030026005329392813,0.013926851058674083,0.1058179220107395,1.0
177,52,male,own,798,191,-0.23960876242828588,0.20047451552840279,0.8973658657909319,-0.0978403813193347,0.5466152997107325,1.0
178,31,male,rent,4837,478,-0.20235443820619903,0.10926421030962141,0.622630533598658,0.26810525609172053,0.3570633897060188,1.0
179,65,male,own,954,407,0.16034473845466457,0.8539619669554221,0.9733826191648212,-0.8273445861202433,0.7611474706394815,1.0
180,28,male,own,8264,232,0.06720509345375691,0.4391498166337483,0.4650095175264276,0.09584066583982409,0.12155163874343515,1.0
181,30,male,own,5955,320,0.21581018558688925,0.8469688542070605,0.8473879305713737,-0.6943567847784342,0.6263450301752118,1.0
182,40,male,own,7492,441,0.5297665230842565,0.8930902051954149,0.06239406859827723,0.04451572620630784,0.9473268137554589,1.0
183,50,male,own,6628,475,0.625971477432187,0.06245759361907144,0.3352790500782957,0.6022633563026328,0.25696834040034955,1.0
184,36,male,own,5349,16,0.4362461524529888,0.8834647629860607,0.06701653775120997,0.04951869926272934,0.5244845416755358,1.0
185,31,male,own,5272,339,0.9110473919098694,0.4483190553694222,0.9753431334790705,-0.4236621888484926,0.18227979263542438,1.0
186,74,female,free,1807,272,-0.9635348346472767,0.5104324890042322,0.8169739072718367,-0.32740639627606893,0.6631137210352174,1.0
187,68,male,free,5891,170,-0.6084440286329078,0.6265925110932102,0.8525474212459705,-0.47913993233918073,0.595478512536603,1.0
188,20,male,own,5635,160,-0.9848742500437158,0.9263826067300868,0.9379652314338942,-0.8643478381639809,0.46662897179154916,1.0
189,33,female,own,5031,94,0.294949428309206,0.01911609442976403,0.08510348611978535,0.8957804194504506,0.5692393193263671,1.0
190,54,male,own,3610,156,0.7960610978999738,0.4768434683178171,0.38559759251333336,0.13755893916884954,0.9069171926221091,1.0
191,34,male,free,302,121,-0.5130354068474015,0.6877220424305607,0.07103488904400213,0.2412430685254372,0.2766648720799604,1.0
192,36,male,own,4318,390,0.8540690895926133,0.7227069576982285,0.21079310155002862,0.06649994075174293,0.12030806053481252,1.0
193,29,male,rent,9058,412,-0.8794652194208783,0.692532431537108,0.22936577703767236,0.07810179142521967,0.8754983962291909,1.0
194,21,male,rent,4489,45,0.8688720536110286,0.13443512940812186,0.4691072110475787,0.39645765954429946,0.6194053741491158,1.0
195,34,female,own,2427,294,-0.2967546255207312,0.29939558837168123,0.2685621674536426,0.4320422441746762,0.9015926099156581,1.0
196,28,female,own,8104,197,-0.797158343101567,0.35871552541701346,0.10097810681776109,0.5403063677652254,0.6372507010718553,1.0
197,27,female,rent,3031,91,-0.02825648162734873,0.804437207679505,0.1674910890941077,0.0280717032263873,0.8291449809637322,1.0
198,36,male,free,7877,11,-0.4864468645589841,0.278759872414553,0.14727556355209093,0.573964564033356,0.48670602701963317,1.0
199,40,male,own,297,394,-0.43025419607615434,0.21070496386720317,0.9730767979122983,-0.18378176177950145,0.7748739381594419,1.0
200,52,male,own,7225,312,-0.38542007014742685,0.9574480190380962,0.7592925069184736,-0.7167405259565698,0.9217373202008704,1.0
201,27,male,own,2030,206,0.6060517956653269,0.0088632851134689,0.967761465269562,0.02337524961696913,0.6149106673499857,1.0
202,26,male,own,6387,413,0.07832255335050897,0.9978208556819782,0.43974048650790853,-0.43756134218988674,0.2627066355061416,1.0
203,21,male,rent,8900,20,-0.3773846016879927,0.6768212988573956,0.2783684816626566,0.04481021947994779,0.34191785352717835,1.0
204,38,male,own,9439,243,0.22066756662183673,0.8284692994491171,0.7982931972091867,-0.6267624966583036,0.2787801192076652,1.0
205,38,male,free,4382,395,0.4323013484463871,0.29461939634619316,0.3262539180411468,0.37912668561266005,0.3221713248361596,1.0
206,43,male,own,2611,204,-0.45475199853293247,0.014315277667059978,0.2993833737053483,0.6863013486275917,0.3757739044159327,1.0
207,26,male,own,759,480,-0.17290179694929697,0.73786951856153,0.2325059922078312,0.029624489230638762,0.5996204080778696,1.0
208,21,male,own,2911,128,-0.7562278133261049,0.8341445970006758,0.12967897822423535,0.03617642477508887,0.6291924665174495,1.0
209,55,male,own,7198,405,-0.6377013009306394,0.7404761319535191,0.25646306101676597,0.003060807029714896,0.483849772517675,1.0
210,33,male,own,6646,29,0.3622357079299656,0.1428502873008386,0.3553197484738877,0.5018299642252737,0.6538787018387519,1.0
211,45,female,own,9661,270,-0.6371233046087461,0.7534279222569691,0.6739942081457304,-0.4274221304026995,0.17341743305022933,1.0
212,50,male,own,2086,302,0.05032676733412034,0.768922782107641,0.06256484221945158,0.16851237567290744,0.179009413352344,1.0
213,66,male,own,8438,431,0.41809252344486536,0.6585405156700549,0.21050693966534295,0.13095254466460216,0.2546465143218926,1.0
214,51,male,own,3011,265,-0.7862461538105123,0.7661159327955862,0.8090236402916764,-0.5751395730872626,0.5662697482363103,1.0
215,39,female,own,1834,231,0.1346244392578071,0.8459214396777321,0.14692192358377076,0.007156636738497091,0.2925952108284822,1.0
216,31,male,own,1943,402,-0.4868744325972725,0.6136041142374584,0.34264514652252154,0.04375073924002004,0.35495596314331956,1.0
217,23,male,own,8780,235,0.9258537504751596,0.08860471396967906,0.8646589218581401,0.046736364172180855,0.4602815525556947,1.0
218,24,male,rent,3076,62,-0.03290870656015055,0.48762780966721087,0.15492531114344266,0.3574468791893465,0.8306795116093418,1.0
219,64,female,own,2059,437,0.6119850995503162,0.07764933467160506,0.0827368356181899,0.839613829710205,0.1124759223215741,1.0
